"fiscal_year","agency_name","title_description","work_location_borough","pay_basis","regular_hours","regular_gross_paid","ot_hours","total_ot_paid","total_other_pay"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","MANHATTAN","Prorated Annual","300","1191.36","0","0.00","2144.42"
"2024","NYC HOUSING AUTHORITY","CITY LABORER","QUEENS","per Day","2080.00","75400.00","990.25","58485.32","2147.82"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1880.00","28498.71","255","7428.25","2149.54"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1240.00","21230.32","214.75","6369.37","2150.24"
"2024","NYC HOUSING AUTHORITY","ADMIN COMMUNITY RELATIONS SPECIALIST","QUEENS","per Annum","0","3531.13","0","0.00","2153.09"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE PROJECT MANAGER","MANHATTAN","per Annum","1470.00","81135.44","3.75","480.81","2154.43"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE HOUSING DEVELOPMENT SPECIALIST","MANHATTAN","per Annum","1820.00","122355.34","0","0.00","2162.98"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","480","14390.40","105.75","4557.01","2163.40"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","338.25","33626.53","2166.28"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","544.75","57069.14","2166.28"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","563","7235.60","0","0.00","2166.49"
"2024","NYC HOUSING AUTHORITY","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549","BRONX","per Annum","1820.00","79201.77","313.5","17172.54","2174.28"
"2024","NYC HOUSING AUTHORITY","COMPUTER AIDE-NON-SPVR","MANHATTAN","per Annum","1820.00","55261.38","0","0.00","2174.59"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","1657.75","49377.46","86.5","3935.91","2179.01"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1554.00","43442.61","247","10715.91","2182.59"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1080.00","18556.02","208.5","6284.34","2182.98"
"2024","NYC HOUSING AUTHORITY","COMMUNITY SERVICE AIDE","QUEENS","Prorated Annual","1920.00","39269.04","3","92.18","2186.65"
"2024","NYC HOUSING AUTHORITY","SECRETARY","BROOKLYN","per Annum","280","7707.78","0","0.00","2195.50"
"2024","NYC HOUSING AUTHORITY","WORKER'S COMPENSATION BENEFITS EXAMINER","MANHATTAN","per Annum","350","8572.78","0","0.00","2198.15"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE HOUSING SUPERINTENDENT","MANHATTAN","per Annum","1820.00","154589.10","0","0.00","2200.00"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","1336.00","38955.65","164.25","7378.82","2201.40"
"2024","NYC HOUSING AUTHORITY","AGENCY ATTORNEY","MANHATTAN","per Annum","70","5844.57","0","0.00","2210.44"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","598.25","61521.79","2215.28"
"2024","NYC HOUSING AUTHORITY","COMMUNITY COORDINATOR","MANHATTAN","per Annum","1806.00","63527.94","104.25","4603.19","2220.86"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","704","11596.05","126.5","3747.37","2227.82"
"2024","NYC HOUSING AUTHORITY","ASSISTANT ELECTRICAL ENGINEER","QUEENS","per Annum","1820.00","79509.81","4","178.81","2228.29"
"2024","NYC HOUSING AUTHORITY","MOTOR VEHICLE OPERATOR","MANHATTAN","per Annum","2080.00","54386.57","54","2092.57","2232.50"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","529.93","0","338.71","2233.77"
"2024","NYC HOUSING AUTHORITY","HIGH PRESSURE PLANT TENDER","QUEENS","per Day","2080.00","69195.00","369.75","19385.65","2237.25"
"2024","NYC HOUSING AUTHORITY","HOUSING MANAGER","BRONX","per Annum","637","41142.40","6.25","564.23","2247.86"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1800.00","28034.30","267.75","11339.30","2253.34"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","565.5","59268.81","2255.95"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","160","5211.38","0","1462.39","2256.30"
"2024","NYC HOUSING AUTHORITY","COMMUNITY ASSOCIATE","QUEENS","per Annum","1820.00","41756.04","7","183.41","2258.09"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","434","13593.99","0","0.00","2261.83"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","728","18392.81","0","0.00","2269.50"
"2024","NYC HOUSING AUTHORITY","HOUSING EXTERMINATOR","QUEENS","per Annum","520","6761.88","0","20.66","2273.86"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE HOUSING DEVELOPMENT SPECIALIST","QUEENS","per Annum","1820.00","103972.85","110.75","7102.72","2274.49"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","160","2171.74","33.25","1205.98","2288.58"
"2024","NYC HOUSING AUTHORITY","COMMUNITY COORDINATOR","MANHATTAN","per Annum","630","18092.81","0","0.00","2289.37"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","MANHATTAN","per Day","-10","11234.95","0","3459.16","2292.60"
"2024","NYC HOUSING AUTHORITY","SOCIAL WORKER","MANHATTAN","per Annum","1106.00","38550.08","0","0.12","2294.49"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1914.00","33284.50","182.25","5282.75","2298.38"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR PLUMBER","QUEENS","per Day","0","1942.16","0","1136.68","2305.52"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","-1768.58","0","459.48","2318.53"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","315","9831.41","0","0.00","2328.26"
"2024","NYC HOUSING AUTHORITY","PLASTERER","QUEENS","per Day","0","5131.75","0","1754.56","2329.18"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","47266.03","263.5","9944.19","2333.03"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","119","5156.91","12.5","376.71","2335.31"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","640","10880.39","81","3526.48","2335.90"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","MANHATTAN","per Annum","2120.50","62479.84","482.75","22718.34","2336.69"
"2024","NYC HOUSING AUTHORITY","CONSTRUCTION PROJECT MANAGER","MANHATTAN","per Annum","1347.12","67938.05","1","51.68","2337.12"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","1520.00","46366.08","200.5","9266.21","2346.09"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","0","-743.61","0","17.21","2352.15"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","BROOKLYN","per Annum","1912.00","68377.13","312","17927.38","2354.30"
"2024","NYC HOUSING AUTHORITY","ASSISTANT HOUSING MANAGER","MANHATTAN","per Annum","1820.00","70782.82","139.75","5997.21","2355.37"
"2024","NYC HOUSING AUTHORITY","MECHANICAL ENGINEER","QUEENS","per Annum","1820.00","114378.57","0","0.00","2365.54"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","105","4590.28","0","0.00","2367.05"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","1820.00","48195.01","0","0.00","2367.66"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","142480.00","256.5","29360.84","2367.80"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","816","78473.23","2370.06"
"2024","NYC HOUSING AUTHORITY","COMMUNITY COORDINATOR","MANHATTAN","per Annum","1463.00","52684.88","0","0.00","2370.36"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","24","15323.30","0","0.00","2372.29"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BRONX","per Annum","0","5116.42","0","2195.69","2374.74"
"2024","NYC HOUSING AUTHORITY","SECRETARY","BRONX","per Annum","1449.00","36137.66","0","0.00","2379.67"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","MANHATTAN","per Day","0","5839.75","0","1327.73","2386.52"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","1820.00","42216.60","0","0.00","2395.08"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","1088.00","33899.08","44.25","2068.25","2396.92"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","46925.89","229.75","9224.72","2399.27"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE PUBLIC HEALTH SANITARIAN","QUEENS","per Annum","1676.00","66754.42","2","85.56","2400.46"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76664.00","246","15429.02","2402.30"
"2024","NYC HOUSING AUTHORITY","CONSTRUCTION PROJECT MANAGER","QUEENS","per Annum","1820.00","114175.24","0","0.00","2411.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2079.65","30441.29","121","3359.81","2412.84"
"2024","NYC HOUSING AUTHORITY","CONSTRUCTION PROJECT MANAGER","QUEENS","per Annum","1820.00","96541.39","12","628.35","2416.48"
"2024","NYC HOUSING AUTHORITY","CONSTRUCTION PROJECT MANAGER","QUEENS","per Annum","1463.00","80395.31","0","0.00","2423.07"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1478.85","34980.61","174.5","7028.91","2427.03"
"2024","NYC HOUSING AUTHORITY","PROCUREMENT ANALYST","MANHATTAN","per Annum","280","10120.69","0","1.94","2428.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2008.25","32376.30","345.5","9916.99","2433.69"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","QUEENS","per Annum","21","2294.81","0","11.62","2440.87"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE INSPECTOR","MANHATTAN","per Annum","910","96976.02","0","0.00","2442.30"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","480","10717.85","22.5","989.34","2449.20"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","BROOKLYN","per Annum","1183.00","67501.44","96.5","6711.04","2457.90"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","75776.00","399.5","25691.88","2460.30"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1017.25","25741.88","110","4687.17","2467.49"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76664.00","215.5","14688.50","2467.58"
"2024","NYC HOUSING AUTHORITY","AGENCY ATTORNEY","MANHATTAN","per Annum","189","20241.34","0","0.00","2470.00"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76960.00","324","19924.50","2471.80"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","1820.00","59491.79","104.25","3366.10","2473.51"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","216","7826.54","0","483.18","2479.10"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","840","31338.73","53.25","2125.31","2487.94"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","427.42","6926.60","18.5","943.54","2490.79"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BRONX","per Annum","977.15","29728.62","189.5","10489.92","2491.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","-2485.00","0","0.00","2492.17"
"2024","NYC HOUSING AUTHORITY","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549","MANHATTAN","per Annum","1820.00","94502.78","0","0.00","2495.85"
"2024","NYC HOUSING AUTHORITY","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549","QUEENS","per Annum","1820.00","80947.52","0","31.50","2497.08"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76960.00","364.5","22329.50","2499.80"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","MANHATTAN","per Annum","512","20323.86","88","5966.26","2503.93"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76960.00","419","26658.50","2506.80"
"2024","NYC HOUSING AUTHORITY","COMMUNITY COORDINATOR","BROOKLYN","per Annum","1820.00","71301.49","0","0.00","2510.00"
"2024","NYC HOUSING AUTHORITY","STAFF ANALYST","MANHATTAN","per Annum","420","17056.10","0","0.00","2510.59"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","BRONX","per Annum","2080.00","54995.41","361.75","15635.28","2512.34"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE HOUSING DEVELOPMENT SPECIALIST","MANHATTAN","per Annum","1820.00","117117.32","0","0.00","2514.30"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","136.14","0","23.11","2514.63"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","36312.72","168.5","4764.87","2515.01"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76960.00","548","34900.25","2515.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","903.1","15333.79","80","2427.28","2525.19"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","65043.20","556.5","25976.78","2526.82"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1671.20","28341.35","94.75","2735.95","2527.86"
"2024","NYC HOUSING AUTHORITY","COMMUNITY SERVICE AIDE","MANHATTAN","Prorated Annual","-20","-1573.70","0","0.00","2540.42"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","636.7","16690.06","38.25","1720.12","2541.54"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","0","-1202.52","0","533.28","2553.46"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1280.00","20983.07","117","3451.51","2556.28"
"2024","NYC HOUSING AUTHORITY","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549","MANHATTAN","per Annum","1820.00","109141.62","0","0.00","2565.16"
"2024","NYC HOUSING AUTHORITY","COMMUNITY ASSOCIATE","MANHATTAN","per Annum","1820.00","48121.97","0","0.00","2566.55"
"2024","NYC HOUSING AUTHORITY","COMMUNITY ASSOCIATE","BROOKLYN","per Annum","1820.00","48212.67","0","0.00","2566.55"
"2024","NYC HOUSING AUTHORITY","COMMUNITY ASSOCIATE","QUEENS","per Annum","1820.00","48257.48","0","0.00","2566.55"
"2024","NYC HOUSING AUTHORITY","COMMUNITY ASSOCIATE","QUEENS","per Annum","1820.00","48300.52","0","0.00","2566.55"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","889","42283.74","352.5","27311.65","2566.90"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","0","-2013.89","0","0.00","2570.22"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE STAFF ANALYST","QUEENS","per Annum","952","66093.85","0","0.00","2570.56"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","MANHATTAN","per Annum","2080.00","73955.00","944.5","53810.54","2579.72"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE HOUSING DEVELOPMENT SPECIALIST","MANHATTAN","per Annum","1524.00","109026.93","0","0.00","2580.85"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","640","10278.13","122","3475.95","2582.93"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE PUBLIC HEALTH SANITARIAN","MANHATTAN","per Annum","1960.00","79814.14","0","0.00","2584.18"
"2024","NYC HOUSING AUTHORITY","MACHINIST","QUEENS","per Day","2064.75","111356.38","38.75","3049.47","2585.26"
"2024","NYC HOUSING AUTHORITY","SECRETARY","BROOKLYN","per Annum","140","-609.66","0","0.00","2587.47"
"2024","NYC HOUSING AUTHORITY","HOUSING MANAGER","BROOKLYN","per Annum","1820.00","88402.21","0.75","37.86","2596.86"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76349.50","458","28786.01","2599.80"
"2024","NYC HOUSING AUTHORITY","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549","QUEENS","per Annum","1820.00","43063.07","0","0.00","2612.66"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","656","4475.59","64.75","1881.85","2613.48"
"2024","NYC HOUSING AUTHORITY","CARETAKER","RICHMOND","per Annum","640","9486.11","125","3684.42","2613.88"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2112.00","73008.64","146","8972.51","2614.07"
"2024","NYC HOUSING AUTHORITY","ADMIN COMMUNITY RELATIONS SPECIALIST","BROOKLYN","per Annum","1624.00","81817.49","0","0.00","2615.42"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE INSPECTOR","QUEENS","per Annum","1820.00","109419.51","0","0.00","2616.47"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE HOUSING DEVELOPMENT SPECIALIST","MANHATTAN","per Annum","623","29959.53","0","0.00","2616.48"
"2024","NYC HOUSING AUTHORITY","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549","QUEENS","per Annum","1820.00","43598.32","0","0.00","2620.37"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","-8","-3115.76","-3","-89.94","2627.44"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","0","-2190.63","0","1.04","2642.30"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE PUBLIC HEALTH SANITARIAN","MANHATTAN","Prorated Annual","565.62","14342.33","0","0.00","2644.14"
"2024","NYC HOUSING AUTHORITY","HOUSING DEVELOPMENT SPECIALIST","MANHATTAN","per Annum","1820.00","91358.31","0","0.00","2645.10"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE HOUSING DEVELOPMENT SPECIALIST","MANHATTAN","per Annum","1820.00","117113.74","0","0.00","2645.18"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76960.00","794.5","46666.25","2645.80"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE HOUSING DEVELOPMENT SPECIALIST","QUEENS","per Annum","350","23434.96","0","0.00","2646.96"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE HOUSING DEVELOPMENT SPECIALIST","MANHATTAN","per Annum","1820.00","124516.31","0","0.00","2651.33"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","400","9353.76","0.5","22.49","2657.24"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","1920.00","65043.20","284.75","13195.69","2663.80"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR BRICKLAYER","BRONX","per Day","-5","4300.94","0","3647.59","2671.99"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","1575.00","34270.92","13","341.30","2674.80"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","480","9593.60","26","1169.22","2675.04"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76664.00","453","27139.50","2676.80"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76960.00","731","43715.54","2676.80"
"2024","NYC HOUSING AUTHORITY","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549","QUEENS","per Annum","1820.00","43948.30","1","24.13","2679.74"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","BRONX","per Annum","714","44323.07","0","0.00","2681.70"
"2024","NYC HOUSING AUTHORITY","ELECTRICIAN","BROOKLYN","per Day","1925.00","96943.73","430.25","41109.19","2682.51"
"2024","NYC HOUSING AUTHORITY","PAINTER","BROOKLYN","per Day","0","5151.65","0","1468.07","2682.57"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","937.15","19677.62","125.75","5794.08","2686.15"
"2024","NYC HOUSING AUTHORITY","ELECTRICIAN","QUEENS","per Day","35","2751.15","0","0.00","2687.95"
"2024","NYC HOUSING AUTHORITY","MECHANICAL ENGINEER","QUEENS","per Annum","1820.00","110004.91","0","0.00","2690.57"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","142480.00","255.75","31210.31","2690.58"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","BROOKLYN","per Annum","0","1285.46","0","0.00","2692.41"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2152.00","42316.82","218.5","9031.50","2699.63"
"2024","NYC HOUSING AUTHORITY","PLUMBER","QUEENS","per Day","1826.25","112657.57","363","44526.74","2700.00"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","160","2492.80","0","0.00","2701.04"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","720","10491.63","53.75","2410.54","2716.78"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","142480.00","276.25","32785.83","2717.80"
"2024","NYC HOUSING AUTHORITY","COMMUNITY COORDINATOR","MANHATTAN","per Annum","1820.00","78432.92","0","0.00","2718.33"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","1820.00","50293.17","0","0.00","2724.95"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","BRONX","per Day","140","7694.75","44.5","5174.56","2725.58"
"2024","NYC HOUSING AUTHORITY","COMMUNITY ASSOCIATE","BRONX","per Annum","1820.00","48188.70","0","0.00","2731.55"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","142480.00","405.75","47205.10","2731.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1288.85","27147.97","148.5","5675.28","2732.82"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","420","5064.38","0","0.00","2737.78"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2009.50","34357.38","221.5","6277.27","2737.89"
